source	output	vertices	edges	vertex_labels	edge_labels
query_dense_32_22.graph	query_dense_32_22.cypher	32	53	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_dense_32_23.graph	query_dense_32_23.cypher	32	85	0,1,11,13,2,3,4,5,6,7,8,9	0
query_dense_32_24.graph	query_dense_32_24.cypher	32	70	0,1,11,12,13,14,2,3,4,5,6,8	0
query_dense_32_25.graph	query_dense_32_25.cypher	32	200	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_dense_32_26.graph	query_dense_32_26.cypher	32	91	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_27.graph	query_dense_32_27.cypher	32	53	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_28.graph	query_dense_32_28.cypher	32	88	0,11,12,14,2,3,4,5,6,7,9	0
query_dense_32_29.graph	query_dense_32_29.cypher	32	79	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_3.graph	query_dense_32_3.cypher	32	56	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_30.graph	query_dense_32_30.cypher	32	84	0,1,10,11,12,13,14,2,3,4,5,7,9	0
query_dense_32_31.graph	query_dense_32_31.cypher	32	55	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_32.graph	query_dense_32_32.cypher	32	61	1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_dense_32_33.graph	query_dense_32_33.cypher	32	66	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_dense_32_34.graph	query_dense_32_34.cypher	32	54	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_35.graph	query_dense_32_35.cypher	32	335	0,1,10,11,12,13,14,3,4,5,7,8,9	0
query_dense_32_36.graph	query_dense_32_36.cypher	32	77	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_37.graph	query_dense_32_37.cypher	32	56	1,10,11,12,14,2,3,4,5,6,8,9	0
query_dense_32_38.graph	query_dense_32_38.cypher	32	87	0,10,11,12,13,2,3,4,5,6,7,8,9	0
query_dense_32_39.graph	query_dense_32_39.cypher	32	57	0,1,10,11,13,14,5,6,7,8,9	0
query_dense_32_4.graph	query_dense_32_4.cypher	32	72	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_dense_32_40.graph	query_dense_32_40.cypher	32	69	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_dense_32_41.graph	query_dense_32_41.cypher	32	84	0,1,10,11,14,2,3,4,5,6,8,9	0
query_dense_32_42.graph	query_dense_32_42.cypher	32	59	0,1,10,11,13,14,2,4,5,6,7,8,9	0
query_dense_32_43.graph	query_dense_32_43.cypher	32	74	0,10,11,12,13,14,3,4,5,6,7,8	0
query_dense_32_44.graph	query_dense_32_44.cypher	32	62	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_45.graph	query_dense_32_45.cypher	32	56	0,10,11,12,13,14,3,5,6,7,8,9	0
query_dense_32_46.graph	query_dense_32_46.cypher	32	76	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_47.graph	query_dense_32_47.cypher	32	80	1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_48.graph	query_dense_32_48.cypher	32	71	0,1,11,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_49.graph	query_dense_32_49.cypher	32	60	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_5.graph	query_dense_32_5.cypher	32	100	0,1,10,11,12,13,14,2,3,5,6,7,8	0
query_dense_32_50.graph	query_dense_32_50.cypher	32	95	0,1,10,11,12,13,14,2,3,5,6,7	0
query_dense_32_51.graph	query_dense_32_51.cypher	32	142	0,11,13,14,2,3,4,5,6,8,9	0
query_dense_32_52.graph	query_dense_32_52.cypher	32	62	0,1,11,12,13,2,3,5,6,7,8,9	0
query_dense_32_53.graph	query_dense_32_53.cypher	32	111	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_dense_32_54.graph	query_dense_32_54.cypher	32	53	0,10,11,12,13,14,2,3,4,6,7,8,9	0
query_dense_32_55.graph	query_dense_32_55.cypher	32	57	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_56.graph	query_dense_32_56.cypher	32	106	0,1,10,11,12,14,2,3,5,6,7,9	0
query_dense_32_57.graph	query_dense_32_57.cypher	32	61	0,1,10,11,12,13,14,2,4,5,6,7,8,9	0
query_dense_32_58.graph	query_dense_32_58.cypher	32	78	1,10,11,12,13,14,2,4,6,7,8,9	0
query_dense_32_59.graph	query_dense_32_59.cypher	32	59	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_6.graph	query_dense_32_6.cypher	32	56	0,1,10,12,13,14,2,3,4,5,6,7,8	0
query_dense_32_60.graph	query_dense_32_60.cypher	32	158	0,1,10,11,13,14,2,3,5,7,8,9	0
query_dense_32_61.graph	query_dense_32_61.cypher	32	72	0,1,10,11,12,13,2,4,5,6,7,8,9	0
query_dense_32_62.graph	query_dense_32_62.cypher	32	63	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_63.graph	query_dense_32_63.cypher	32	67	0,1,10,11,13,14,2,4,5,6,7,8,9	0
query_dense_32_64.graph	query_dense_32_64.cypher	32	69	0,10,12,13,14,3,4,5,6,7,8,9	0
query_dense_32_65.graph	query_dense_32_65.cypher	32	53	0,1,11,12,13,2,3,4,5,6,7,8,9	0
query_dense_32_66.graph	query_dense_32_66.cypher	32	63	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_dense_32_67.graph	query_dense_32_67.cypher	32	79	0,1,11,12,13,14,2,3,4,5,7,8,9	0
query_dense_32_68.graph	query_dense_32_68.cypher	32	58	0,1,10,11,13,14,3,4,5,6,7,8,9	0
query_dense_32_69.graph	query_dense_32_69.cypher	32	82	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_7.graph	query_dense_32_7.cypher	32	77	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_70.graph	query_dense_32_70.cypher	32	71	0,1,10,11,12,14,3,4,5,6,7,8,9	0
query_dense_32_71.graph	query_dense_32_71.cypher	32	57	0,1,10,11,12,13,14,2,3,4,6,7,9	0
query_dense_32_72.graph	query_dense_32_72.cypher	32	62	0,1,10,11,12,13,14,2,3,4,6,8	0
query_dense_32_73.graph	query_dense_32_73.cypher	32	53	0,1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_dense_32_74.graph	query_dense_32_74.cypher	32	106	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_75.graph	query_dense_32_75.cypher	32	62	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_76.graph	query_dense_32_76.cypher	32	228	0,1,10,11,13,14,2,3,4,5,6,7,8	0
query_dense_32_77.graph	query_dense_32_77.cypher	32	180	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_78.graph	query_dense_32_78.cypher	32	80	0,1,10,11,13,14,3,4,5,6,8,9	0
query_dense_32_79.graph	query_dense_32_79.cypher	32	54	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_8.graph	query_dense_32_8.cypher	32	175	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_80.graph	query_dense_32_80.cypher	32	59	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_dense_32_81.graph	query_dense_32_81.cypher	32	57	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_dense_32_82.graph	query_dense_32_82.cypher	32	66	0,1,10,11,13,14,2,3,5,6,7,8,9	0
query_dense_32_83.graph	query_dense_32_83.cypher	32	69	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_84.graph	query_dense_32_84.cypher	32	100	0,1,10,11,12,13,2,3,4,6,7,8,9	0
query_dense_32_85.graph	query_dense_32_85.cypher	32	58	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_86.graph	query_dense_32_86.cypher	32	57	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_dense_32_87.graph	query_dense_32_87.cypher	32	54	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_dense_32_88.graph	query_dense_32_88.cypher	32	71	0,1,10,11,12,13,2,4,5,6,7,8,9	0
query_dense_32_89.graph	query_dense_32_89.cypher	32	62	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_9.graph	query_dense_32_9.cypher	32	74	0,1,10,11,12,13,14,2,5,6,7,8	0
query_dense_32_90.graph	query_dense_32_90.cypher	32	86	0,1,10,12,13,14,2,3,4,5,6,7,9	0
query_dense_32_91.graph	query_dense_32_91.cypher	32	61	0,1,11,12,13,14,2,3,4,5,6,8,9	0
query_dense_32_92.graph	query_dense_32_92.cypher	32	57	0,1,10,11,12,13,14,2,3,4,5,8,9	0
query_dense_32_93.graph	query_dense_32_93.cypher	32	152	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_dense_32_94.graph	query_dense_32_94.cypher	32	167	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_dense_32_95.graph	query_dense_32_95.cypher	32	52	0,1,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_96.graph	query_dense_32_96.cypher	32	100	0,10,11,12,13,2,3,4,5,6,7,8,9	0
query_dense_32_97.graph	query_dense_32_97.cypher	32	60	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_32_98.graph	query_dense_32_98.cypher	32	97	0,1,10,11,12,13,14,2,3,4,7,8,9	0
query_dense_32_99.graph	query_dense_32_99.cypher	32	60	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_dense_4_1.graph	query_dense_4_1.cypher	4	3	0,10,14	0
query_dense_4_10.graph	query_dense_4_10.cypher	4	6	0,10,13,4	0
query_dense_4_100.graph	query_dense_4_100.cypher	4	3	10,13,6,9	0
query_dense_4_101.graph	query_dense_4_101.cypher	4	4	10,9	0
query_dense_4_102.graph	query_dense_4_102.cypher	4	6	10,13,6,9	0
query_dense_4_103.graph	query_dense_4_103.cypher	4	6	12,14,2,8	0
query_dense_4_104.graph	query_dense_4_104.cypher	4	6	10,11,13	0
query_dense_4_105.graph	query_dense_4_105.cypher	4	4	1,10,12	0
query_dense_4_106.graph	query_dense_4_106.cypher	4	6	12,13,7,8	0
query_dense_4_107.graph	query_dense_4_107.cypher	4	6	0,13,8	0
query_dense_4_108.graph	query_dense_4_108.cypher	4	4	1,4,5,7	0
query_dense_4_109.graph	query_dense_4_109.cypher	4	6	10,6,9	0
query_dense_4_11.graph	query_dense_4_11.cypher	4	4	12,2,4	0
query_dense_4_110.graph	query_dense_4_110.cypher	4	4	13,5,8,9	0
query_dense_4_111.graph	query_dense_4_111.cypher	4	6	10,14,3,7	0
query_dense_4_112.graph	query_dense_4_112.cypher	4	5	0,12,5,7	0
query_dense_4_113.graph	query_dense_4_113.cypher	4	4	10,12,3,5	0
query_dense_4_114.graph	query_dense_4_114.cypher	4	6	0,1,2,4	0
query_dense_4_115.graph	query_dense_4_115.cypher	4	6	14,2,5,7	0
query_dense_4_116.graph	query_dense_4_116.cypher	4	6	13,14,5,9	0
query_dense_4_117.graph	query_dense_4_117.cypher	4	5	11,12,6,8	0
query_dense_4_118.graph	query_dense_4_118.cypher	4	6	0,1,10,4	0
query_dense_4_119.graph	query_dense_4_119.cypher	4	3	0,1,3,7	0
query_dense_4_12.graph	query_dense_4_12.cypher	4	6	0,10,4,7	0
query_dense_4_120.graph	query_dense_4_120.cypher	4	5	1,2,5	0
query_dense_4_121.graph	query_dense_4_121.cypher	4	6	2,3,7	0
query_dense_4_122.graph	query_dense_4_122.cypher	4	4	14,4,5	0
query_dense_4_123.graph	query_dense_4_123.cypher	4	6	11,14,4,7	0
query_dense_4_124.graph	query_dense_4_124.cypher	4	6	0,12,14,4	0
query_dense_4_125.graph	query_dense_4_125.cypher	4	6	0,12,14,3	0
query_dense_4_126.graph	query_dense_4_126.cypher	4	3	12,2,8,9	0
query_dense_4_127.graph	query_dense_4_127.cypher	4	6	10,4,6	0
query_dense_4_128.graph	query_dense_4_128.cypher	4	3	14,3,5,9	0
query_dense_4_129.graph	query_dense_4_129.cypher	4	6	11,14,8,9	0
query_dense_4_13.graph	query_dense_4_13.cypher	4	4	2,3,8,9	0
query_dense_4_130.graph	query_dense_4_130.cypher	4	3	11,13,14,9	0
query_dense_4_131.graph	query_dense_4_131.cypher	4	6	10,11,14,5	0
query_dense_4_132.graph	query_dense_4_132.cypher	4	3	0,11,13	0
query_dense_4_133.graph	query_dense_4_133.cypher	4	4	6,8,9	0
query_dense_4_134.graph	query_dense_4_134.cypher	4	4	0,12,2,8	0
query_dense_4_135.graph	query_dense_4_135.cypher	4	6	0,10,4	0
query_dense_4_136.graph	query_dense_4_136.cypher	4	6	10,12,4,6	0
query_dense_4_137.graph	query_dense_4_137.cypher	4	6	13,14,3,6	0
query_dense_4_138.graph	query_dense_4_138.cypher	4	4	1,11,14,7	0
query_dense_4_139.graph	query_dense_4_139.cypher	4	5	10,13,4	0
query_dense_4_14.graph	query_dense_4_14.cypher	4	6	1,12,2,8	0
query_dense_4_140.graph	query_dense_4_140.cypher	4	6	14,4,6,9	0
query_dense_4_141.graph	query_dense_4_141.cypher	4	4	0,12,13,3	0
query_dense_4_142.graph	query_dense_4_142.cypher	4	6	0,1,2,5	0
query_dense_4_143.graph	query_dense_4_143.cypher	4	5	0,1,10,9	0
query_dense_4_144.graph	query_dense_4_144.cypher	4	5	13,14,2,4	0
query_dense_4_145.graph	query_dense_4_145.cypher	4	6	14,4,5,7	0
query_dense_4_146.graph	query_dense_4_146.cypher	4	3	1,12,13,2	0
query_dense_4_147.graph	query_dense_4_147.cypher	4	6	12,5,7	0
query_dense_4_148.graph	query_dense_4_148.cypher	4	3	14,3,7,9	0
query_dense_4_149.graph	query_dense_4_149.cypher	4	4	1,14,4,8	0
query_dense_4_15.graph	query_dense_4_15.cypher	4	6	0,11,4	0
query_dense_4_150.graph	query_dense_4_150.cypher	4	6	10,4,8,9	0
query_dense_4_151.graph	query_dense_4_151.cypher	4	3	0,2,5,6	0
query_dense_4_152.graph	query_dense_4_152.cypher	4	6	7,8	0
query_dense_4_153.graph	query_dense_4_153.cypher	4	6	0,1,13,5	0
query_dense_4_154.graph	query_dense_4_154.cypher	4	4	1,10,13,5	0
query_dense_4_155.graph	query_dense_4_155.cypher	4	4	10,2,7,8	0
query_dense_4_156.graph	query_dense_4_156.cypher	4	6	4,5,6,8	0
query_dense_4_157.graph	query_dense_4_157.cypher	4	6	14,4,7,9	0
query_dense_4_158.graph	query_dense_4_158.cypher	4	6	10,12,13,5	0
query_dense_4_159.graph	query_dense_4_159.cypher	4	6	1,14,3,4	0
query_dense_4_16.graph	query_dense_4_16.cypher	4	4	0,14,5,9	0
query_dense_4_160.graph	query_dense_4_160.cypher	4	6	12,4,5	0
query_dense_4_161.graph	query_dense_4_161.cypher	4	6	0,11,12,4	0
query_dense_4_162.graph	query_dense_4_162.cypher	4	6	1,12,6,8	0
query_dense_4_163.graph	query_dense_4_163.cypher	4	3	0,11,13,14	0
query_dense_4_164.graph	query_dense_4_164.cypher	4	6	13,14,4	0
query_dense_4_165.graph	query_dense_4_165.cypher	4	6	10,11,14,7	0
query_dense_4_166.graph	query_dense_4_166.cypher	4	6	10,12,2	0
query_dense_4_167.graph	query_dense_4_167.cypher	4	4	1,4,6,8	0
query_dense_4_168.graph	query_dense_4_168.cypher	4	3	13,6,8,9	0
query_dense_4_169.graph	query_dense_4_169.cypher	4	4	0,12,4,8	0
query_dense_4_17.graph	query_dense_4_17.cypher	4	3	1,11,3,5	0
query_dense_4_170.graph	query_dense_4_170.cypher	4	3	13,4,7,9	0
query_dense_4_171.graph	query_dense_4_171.cypher	4	6	11,13,2,7	0
query_dense_4_172.graph	query_dense_4_172.cypher	4	6	11,3,7	0
query_dense_4_173.graph	query_dense_4_173.cypher	4	6	1,11,13,6	0
query_dense_4_174.graph	query_dense_4_174.cypher	4	3	1,10,12,8	0
query_dense_4_175.graph	query_dense_4_175.cypher	4	4	10,3,5,9	0
query_dense_4_176.graph	query_dense_4_176.cypher	4	6	14,2,3,4	0
query_dense_4_177.graph	query_dense_4_177.cypher	4	5	1,2,5,9	0
query_dense_4_178.graph	query_dense_4_178.cypher	4	5	1,11,12,4	0
query_dense_4_179.graph	query_dense_4_179.cypher	4	6	13,14,2,9	0
query_dense_4_18.graph	query_dense_4_18.cypher	4	6	1,11,2,5	0
query_dense_4_180.graph	query_dense_4_180.cypher	4	4	0,14,2,8	0
query_dense_4_181.graph	query_dense_4_181.cypher	4	6	12,4	0
query_dense_4_182.graph	query_dense_4_182.cypher	4	6	10,2,5,6	0
query_dense_4_183.graph	query_dense_4_183.cypher	4	4	14,5,6	0
query_dense_4_184.graph	query_dense_4_184.cypher	4	4	3,4,9	0
query_dense_4_185.graph	query_dense_4_185.cypher	4	6	11,14,4,6	0
query_dense_4_186.graph	query_dense_4_186.cypher	4	6	14,6,9	0
query_dense_4_187.graph	query_dense_4_187.cypher	4	4	0,10,5,6	0
query_dense_4_188.graph	query_dense_4_188.cypher	4	6	11,14,3,7	0
query_dense_4_189.graph	query_dense_4_189.cypher	4	5	0,12,5,9	0
query_dense_4_19.graph	query_dense_4_19.cypher	4	6	13,14,2,7	0
query_dense_4_190.graph	query_dense_4_190.cypher	4	4	13,5,6,8	0
query_dense_4_191.graph	query_dense_4_191.cypher	4	6	10,13,5,9	0
query_dense_4_192.graph	query_dense_4_192.cypher	4	6	13,3,5,6	0
query_dense_4_193.graph	query_dense_4_193.cypher	4	3	3,4,9	0
query_dense_4_194.graph	query_dense_4_194.cypher	4	4	13,4,5	0
query_dense_4_195.graph	query_dense_4_195.cypher	4	3	0,14,2	0
query_dense_4_196.graph	query_dense_4_196.cypher	4	6	11,4,8,9	0
query_dense_4_197.graph	query_dense_4_197.cypher	4	6	1,3,7	0
query_dense_4_198.graph	query_dense_4_198.cypher	4	5	14,4,8	0
query_dense_4_199.graph	query_dense_4_199.cypher	4	6	1,6,7,8	0
query_dense_4_2.graph	query_dense_4_2.cypher	4	3	1,3,9	0
query_dense_4_20.graph	query_dense_4_20.cypher	4	5	0,1,13	0
query_dense_4_200.graph	query_dense_4_200.cypher	4	6	0,12,14,5	0
query_dense_4_21.graph	query_dense_4_21.cypher	4	6	2,7,8,9	0
query_dense_4_22.graph	query_dense_4_22.cypher	4	6	3,4,7,9	0
query_dense_4_23.graph	query_dense_4_23.cypher	4	3	10,13,4	0
query_dense_4_24.graph	query_dense_4_24.cypher	4	6	14,2,3,4	0
query_dense_4_25.graph	query_dense_4_25.cypher	4	6	5,8,9	0
query_dense_4_26.graph	query_dense_4_26.cypher	4	6	0,4,8,9	0
query_dense_4_27.graph	query_dense_4_27.cypher	4	6	1,11,14,7	0
query_dense_4_28.graph	query_dense_4_28.cypher	4	3	10,7,8	0
query_dense_4_29.graph	query_dense_4_29.cypher	4	4	12,14,5,8	0
query_dense_4_3.graph	query_dense_4_3.cypher	4	5	1,12,13,9	0
query_dense_4_30.graph	query_dense_4_30.cypher	4	6	1,10,6,9	0
query_dense_4_31.graph	query_dense_4_31.cypher	4	6	10,12,2,7	0
query_dense_4_32.graph	query_dense_4_32.cypher	4	4	1,3,7,9	0
query_dense_4_33.graph	query_dense_4_33.cypher	4	3	0,12,8,9	0
query_dense_4_34.graph	query_dense_4_34.cypher	4	6	2,5,8,9	0
query_dense_4_35.graph	query_dense_4_35.cypher	4	4	0,3,4	0
query_dense_4_36.graph	query_dense_4_36.cypher	4	6	0,10,8,9	0
query_dense_4_37.graph	query_dense_4_37.cypher	4	6	0,14,5,9	0
query_dense_4_38.graph	query_dense_4_38.cypher	4	4	14,3,4,6	0
query_dense_4_39.graph	query_dense_4_39.cypher	4	4	0,11,13,14	0
query_dense_4_4.graph	query_dense_4_4.cypher	4	4	10,13,3	0
query_dense_4_40.graph	query_dense_4_40.cypher	4	6	10,2,4	0
query_dense_4_41.graph	query_dense_4_41.cypher	4	4	1,10,7,8	0
query_dense_4_42.graph	query_dense_4_42.cypher	4	6	11,2,4	0
query_dense_4_43.graph	query_dense_4_43.cypher	4	3	13,3,5	0
query_dense_4_44.graph	query_dense_4_44.cypher	4	4	1,14,7	0
query_dense_4_45.graph	query_dense_4_45.cypher	4	3	1,11,12,14	0
query_dense_4_46.graph	query_dense_4_46.cypher	4	6	10,14,5,9	0
query_dense_4_47.graph	query_dense_4_47.cypher	4	6	1,10,3	0
query_dense_4_48.graph	query_dense_4_48.cypher	4	4	12,4,9	0
query_dense_4_49.graph	query_dense_4_49.cypher	4	3	0,10,11,4	0
query_dense_4_5.graph	query_dense_4_5.cypher	4	5	14,4,8,9	0
query_dense_4_50.graph	query_dense_4_50.cypher	4	5	11,13,5,6	0
query_dense_4_51.graph	query_dense_4_51.cypher	4	6	0,14,4,5	0
query_dense_4_52.graph	query_dense_4_52.cypher	4	6	0,1,7,8	0
query_dense_4_53.graph	query_dense_4_53.cypher	4	6	0,13,2,8	0
query_dense_4_54.graph	query_dense_4_54.cypher	4	4	2,5	0
query_dense_4_55.graph	query_dense_4_55.cypher	4	6	1,10,11,2	0
query_dense_4_56.graph	query_dense_4_56.cypher	4	3	0,12,13	0
query_dense_4_57.graph	query_dense_4_57.cypher	4	6	10,11,3	0
query_dense_4_58.graph	query_dense_4_58.cypher	4	4	1,11,9	0
query_dense_4_59.graph	query_dense_4_59.cypher	4	4	0,11,14,9	0
query_dense_4_6.graph	query_dense_4_6.cypher	4	6	14,2,5,8	0
query_dense_4_60.graph	query_dense_4_60.cypher	4	4	1,2,4,9	0
query_dense_4_61.graph	query_dense_4_61.cypher	4	6	10,11,3	0
query_dense_4_62.graph	query_dense_4_62.cypher	4	6	10,7,9	0
query_dense_4_63.graph	query_dense_4_63.cypher	4	4	13,3,7	0
query_dense_4_64.graph	query_dense_4_64.cypher	4	6	13,2,5,7	0
query_dense_4_65.graph	query_dense_4_65.cypher	4	3	2,5,6,7	0
query_dense_4_66.graph	query_dense_4_66.cypher	4	5	0,11,5	0
query_dense_4_67.graph	query_dense_4_67.cypher	4	5	14,2,7,9	0
query_dense_4_68.graph	query_dense_4_68.cypher	4	6	0,14	0
query_dense_4_69.graph	query_dense_4_69.cypher	4	6	11,14,9	0
query_dense_4_7.graph	query_dense_4_7.cypher	4	6	11,12,14,3	0
query_dense_4_70.graph	query_dense_4_70.cypher	4	6	10,12,14,3	0
query_dense_4_71.graph	query_dense_4_71.cypher	4	3	0,1,12,6	0
query_dense_4_72.graph	query_dense_4_72.cypher	4	6	11,3,6,9	0
query_dense_4_73.graph	query_dense_4_73.cypher	4	5	0,10,11,9	0
query_dense_4_74.graph	query_dense_4_74.cypher	4	6	10,4,8	0
query_dense_4_75.graph	query_dense_4_75.cypher	4	6	0,10,2	0
query_dense_4_76.graph	query_dense_4_76.cypher	4	6	10,9	0
query_dense_4_77.graph	query_dense_4_77.cypher	4	5	14,5,7	0
query_dense_4_78.graph	query_dense_4_78.cypher	4	6	12,14,4,9	0
query_dense_4_79.graph	query_dense_4_79.cypher	4	6	1,10,6,7	0
query_dense_4_8.graph	query_dense_4_8.cypher	4	6	10,2,5,6	0
query_dense_4_80.graph	query_dense_4_80.cypher	4	6	12,2,4,9	0
query_dense_4_81.graph	query_dense_4_81.cypher	4	4	1,13,4,5	0
query_dense_4_82.graph	query_dense_4_82.cypher	4	6	0,1,4	0
query_dense_4_83.graph	query_dense_4_83.cypher	4	6	10,3,4,5	0
query_dense_4_84.graph	query_dense_4_84.cypher	4	6	10,3,4,5	0
query_dense_4_85.graph	query_dense_4_85.cypher	4	4	0,12,2,8	0
query_dense_4_86.graph	query_dense_4_86.cypher	4	4	0,3,7,9	0
query_dense_4_87.graph	query_dense_4_87.cypher	4	3	0,14,3,6	0
query_dense_4_88.graph	query_dense_4_88.cypher	4	5	11,12,3,7	0
query_dense_4_89.graph	query_dense_4_89.cypher	4	4	1,12,4	0
query_dense_4_9.graph	query_dense_4_9.cypher	4	4	10,13,14,5	0
query_dense_4_90.graph	query_dense_4_90.cypher	4	4	11,5,7,9	0
query_dense_4_91.graph	query_dense_4_91.cypher	4	4	11,12,4,8	0
query_dense_4_92.graph	query_dense_4_92.cypher	4	6	0,4,5,9	0
query_dense_4_93.graph	query_dense_4_93.cypher	4	6	10,14,2	0
query_dense_4_94.graph	query_dense_4_94.cypher	4	6	1,2,5,9	0
query_dense_4_95.graph	query_dense_4_95.cypher	4	4	12,3,5,6	0
query_dense_4_96.graph	query_dense_4_96.cypher	4	3	10,11,6,9	0
query_dense_4_97.graph	query_dense_4_97.cypher	4	5	10,4,6,8	0
query_dense_4_98.graph	query_dense_4_98.cypher	4	6	0,1,12	0
query_dense_4_99.graph	query_dense_4_99.cypher	4	4	1,7	0
query_dense_8_1.graph	query_dense_8_1.cypher	8	15	1,10,11,13,14,3,9	0
query_dense_8_10.graph	query_dense_8_10.cypher	8	14	0,10,13,2,4,9	0
query_dense_8_100.graph	query_dense_8_100.cypher	8	13	0,11,4,6,8,9	0
query_dense_8_101.graph	query_dense_8_101.cypher	8	14	0,11,12,14,2,3,5,7	0
query_dense_8_102.graph	query_dense_8_102.cypher	8	13	1,2,3,4,7	0
query_dense_8_103.graph	query_dense_8_103.cypher	8	13	1,10,13,2,4	0
query_dense_8_104.graph	query_dense_8_104.cypher	8	28	0,1,10,12,4,6	0
query_dense_8_105.graph	query_dense_8_105.cypher	8	13	1,11,12,5,7,9	0
query_dense_8_106.graph	query_dense_8_106.cypher	8	14	0,11,12,13,14,5,6,9	0
query_dense_8_107.graph	query_dense_8_107.cypher	8	20	12,14,2,4,5,6,7	0
query_dense_8_108.graph	query_dense_8_108.cypher	8	14	1,10,11,14,7,8	0
query_dense_8_109.graph	query_dense_8_109.cypher	8	13	10,12,14,2,3,5,6,8	0
query_dense_8_11.graph	query_dense_8_11.cypher	8	14	10,11,14,5,7,8	0
query_dense_8_110.graph	query_dense_8_110.cypher	8	13	0,12,14,2,5,7,9	0
query_dense_8_111.graph	query_dense_8_111.cypher	8	28	0,1,10,11,12,4,8,9	0
query_dense_8_112.graph	query_dense_8_112.cypher	8	14	0,10,12,14,4,7	0
query_dense_8_113.graph	query_dense_8_113.cypher	8	14	0,11,12,13,2,3,6,7	0
query_dense_8_114.graph	query_dense_8_114.cypher	8	22	10,11,14,4,5	0
query_dense_8_115.graph	query_dense_8_115.cypher	8	18	10,11,12,2,3,5,7	0
query_dense_8_116.graph	query_dense_8_116.cypher	8	22	0,1,11,14,4,7,9	0
query_dense_8_117.graph	query_dense_8_117.cypher	8	13	1,10,11,12,6,8	0
query_dense_8_118.graph	query_dense_8_118.cypher	8	22	0,1,10,12,14,8	0
query_dense_8_119.graph	query_dense_8_119.cypher	8	14	0,12,3,4,5,6	0
query_dense_8_12.graph	query_dense_8_12.cypher	8	15	1,13,2,3,8	0
query_dense_8_120.graph	query_dense_8_120.cypher	8	13	11,14,2,3,4,7,9	0
query_dense_8_121.graph	query_dense_8_121.cypher	8	16	0,10,12,14,5,8	0
query_dense_8_122.graph	query_dense_8_122.cypher	8	19	0,1,10,14,4,5,8	0
query_dense_8_123.graph	query_dense_8_123.cypher	8	14	1,10,11,13,14,7,9	0
query_dense_8_124.graph	query_dense_8_124.cypher	8	16	13,5,7,8,9	0
query_dense_8_125.graph	query_dense_8_125.cypher	8	18	1,12,13,14,2,5	0
query_dense_8_126.graph	query_dense_8_126.cypher	8	14	10,12,4,6,7,9	0
query_dense_8_127.graph	query_dense_8_127.cypher	8	13	10,11,12,13,5,6,7,8	0
